Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Amazon URL (product.metafields.custom.amazon_url),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Audio purpose (product.metafields.shopify.audio-purpose),Baby gift items included (product.metafields.shopify.baby-gift-items-included),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Calendar format (product.metafields.shopify.calendar-format),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Connectivity technology (product.metafields.shopify.connectivity-technology),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic function (product.metafields.shopify.cosmetic-function),Cover material (product.metafields.shopify.cover-material),Decoration material (product.metafields.shopify.decoration-material),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Dispenser type (product.metafields.shopify.dispenser-type),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Filler material (product.metafields.shopify.filler-material),Flavor (product.metafields.shopify.flavor),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Neckline (product.metafields.shopify.neckline),Occasion (product.metafields.shopify.occasion),Package type (product.metafields.shopify.package-type),Paint type (product.metafields.shopify.paint-type),Power source (product.metafields.shopify.power-source),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Scarf/Shawl style (product.metafields.shopify.scarf-shawl-style),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Shape (product.metafields.shopify.shape),Size (product.metafields.shopify.size),Skin care effect (product.metafields.shopify.skin-care-effect),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Speaker design (product.metafields.shopify.speaker-design),Speaker features (product.metafields.shopify.speaker-features),Speaker technology (product.metafields.shopify.speaker-technology),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Vase shape (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
province-apothecary-black-spruce-fir-balsam-essential-oil-incense,,,,,,,,,cedar,,,,,,,,PROV-IN-2,31.7514659,shopify,deny,manual,16.00,,true,true,"",https://cdn.shopify.com/s/files/1/0659/1450/3415/files/f8ab273cb7dc0acbe47021a77bb2f7e68b001ce79319d8025b4aa4f26237ac9d-1.webp?v=1722611009,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/e993cc7dbcb4033af846e22a92f20fcc92f10749378a6bb26d75b4c5a5f66497.webp?v=1722610574,oz,,8.00,,,,,,,
province-apothecary-black-spruce-fir-balsam-essential-oil-incense,,,,,,,,,lavender,,,,,,,,PROV-IN-3,31.7514659,shopify,deny,manual,16.00,,true,true,"",https://cdn.shopify.com/s/files/1/0659/1450/3415/files/c090fdda273ac7197bd7fbc0832b5f3b2e2359232a27914952a9b794dbae58d0.webp?v=1722611017,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/e993cc7dbcb4033af846e22a92f20fcc92f10749378a6bb26d75b4c5a5f66497.webp?v=1722610574,oz,,8.00,,,,,,,
province-apothecary-repairing-conditioning-lip-balm,Province Apothecary - Repairing + Conditioning Lip Balm,"<p><meta charset=""utf-8""><span>The best lip balm for daily hydration to protect against dry environments and to relieve chapping, cracking, and flaking. This blend of rich plant-based oils soothes and nourishes lips, providing long-lasting benefits without feeling greasy or sticky. Made with Canadian beeswax, this lip balm has an invigorating, light scent that will leave you feeling refreshed.</span></p>
<p><span><meta charset=""utf-8"">Ingredients: Sunflower Seed Oil, Beeswax, Extra Virgin Olive Oil [infused With Calendula Flowers], Vitamin E, Peppermint Oil, Lavender Oil, Rosemary Oil</span></p>
<p> </p>
<!---->",Thnk,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lip Balms & Treatments > Lip Balms,"","",true,Title,Default Title,,,,,,,,PROV-BALM,9.0718474,shopify,deny,manual,8.00,,true,true,"",https://cdn.shopify.com/s/files/1/0659/1450/3415/files/950da3450015a9302698d6d954e1ad20963fb7c839471842fdacb16dca749ab5.webp?v=1722609316,1,"",false,,,543573,,,,,,,,,,,,,,,,,,,,,white,,beeswax; olive-oil; lavender-oil; rosemary-oil; sunflower-seed-oil,,,,,,,,,,unflavored,,,,,stick,,,,,,,,,,,,,,,,,,,,,oz,,4.00,true,,,true,,,active
province-apothecary-repairing-conditioning-lip-balm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/1a43101a6fe77fc26f6264f5891c2505088ea0048654241db35cfb67ae582934.webp?v=1722609325,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-self-love-journal,The Self-Love Journal,"<p><meta charset=""utf-8""><span>Self-love is everything. It allows us to connect with our inner magic and has the power to make us feel inner peace and pure joy. But it can be hard to find time to show ourselves love when the stresses of day-to-day life take over. </span></p>
<p><span>This is why The Self-Love Journal was created. The weekly prompts will help you to check in with yourself, set challenges for healthy growth, plan nourishing meals, and practice self-care activities. The monthly illustrated affirmations will empower you further on your mindful journey of self-discovery. </span></p>
<p><span>Whether you’re a longtime fan of journaling or just starting this powerful practice, you’ll find the nurturing space you need on these well-designed and encouraging pages.</span></p>
<!---->",Thnk,"Office Supplies > Filing & Organization > Calendars, Organizers & Planners > Organizers","","",false,Title,Default Title,,,,,,,,9780593543603,226.796185,shopify,deny,manual,16.00,,true,true,"",https://cdn.shopify.com/s/files/1/0659/1450/3415/files/e1ed6d17905de75160d9bf488ef59867695af5e685df09d0610d6f03999b4e8c.webp?v=1722606864,1,"",false,,,927,,,,,,,,,,,,,,,,,,,monthly; weekly,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,8.00,true,,,true,,,draft
alixx-heure-du-the-diffuser,Alixx - Heure Du Thé Diffuser Perfume Reeds and Oil,"<p><meta charset=""utf-8""><span>This vibrant aroma is crafted with lemon and basil, and infused with tea leaves. The fragrance is enriched with a bouquet of lily of the valley, with a mix of water cedar, and musk. This soothing scent will bring a pure moment of relaxation and the white glass adds a pristine modern touch to any home. Pair with our Alixx Heure Du Thé Diffuser <meta charset=""utf-8"">Vessel – 4x4.7"" artisanal tumbling glass mouth-blown in Europe</span><span></span></p>
<p><span><meta charset=""utf-8"">Refill – 5fl.oz alcohol-free fragrance oil crafted in the U.S.A. </span></p>
<p><span>Reeds – 12 wood reed sticks made in the U.S.A.</span></p>
<!---->",Thnk,Home & Garden > Decor > Home Fragrances > Fragrance Oil,"","",true,Scent,lemon-basic,product.metafields.shopify.scent,,,,,,,Vase-White-Refill,453.59237,shopify,deny,manual,37.50,,true,true,"",https://cdn.shopify.com/s/files/1/0659/1450/3415/files/8a653f1189fe437b90d8d9193b85e4537cf4b1ce429c4bb557e6e443c66b1f08.webp?v=1722605352,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lemon-basic,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/8a653f1189fe437b90d8d9193b85e4537cf4b1ce429c4bb557e6e443c66b1f08.webp?v=1722605352,lb,,34.00,true,,,true,,,active
alixx-heure-du-the-diffuser,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/e9c036a8579b597765c3ae7c102cd35cbe306bace4700a37d95dc9c1f7362fea.webp?v=1722605328,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alixx-heure-du-the-diffuser,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/b2a0ac775813dd41341667879ff7502d5795bf5b53ba3d56a4fb23bf49cfcad2.webp?v=1722605343,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sophisticated-wrapping-paper-3,Sophisticated Wrapping Paper #3,"Wrap your gifts in style with these premium wrapping paper sheets! Get three high-quality, matte-finished sheets and add a touch of elegance to birthdays, anniversaries, and other celebrations.<br>
<br>
• Size: 28.75″ × 19.75″ (73 × 50.2 cm)<br>
• Thickness: 70# uncoated text<br>
• Printing on one side<br>
• White reverse side<br>
• A set of 3 sheets<br>
• Matte finish<br>
• Blank product sourced from the United States",Thnk,,"","",true,Title,Default Title,,,,,,,,3634300_17373,453.59237,shopify,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/wrapping-paper-sheets-_3_-white-matte-28.75x19.75-front-669e9cd8058bf.jpg?v=1721670900,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/wrapping-paper-sheets-_3_-white-matte-28.75x19.75-front-669e9cd8058bf.jpg?v=1721670900,oz,,8.95,true,,,true,,,active
sophisticated-wrapping-paper-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/wrapping-paper-sheets-_3_-white-matte-28.75x19.75-front-669e9cd806874.jpg?v=1721670902,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sophisticated-wrapping-paper-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/wrapping-paper-sheets-_3_-white-matte-28.75x19.75-front-2-669e9cd8069ee.jpg?v=1721670904,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sophisticated-wrapping-paper-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/wrapping-paper-sheets-_3_-white-matte-28.75x19.75-front-669e9cd806b29.jpg?v=1721670906,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sophisticated-wrapping-paper-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/wrapping-paper-sheets-_3_-white-matte-28.75x19.75-front-669e9cd806c91.jpg?v=1721670908,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vie-healing-detox-and-cleanse-kit-24k-gold-ear-seeds,VIE HEALING -  Detox and Cleanse Kit (24K Gold Ear Seeds),"<p><meta charset=""utf-8""><span>Introducing The Detox and Cleanse Kit (24k Gold Ear Seeds) from VIE HEALING.</span></p>
<p><span>Designed to enhance immunity, and promote healthy blood and energy flow. Address low immunity, seasonal and skin allergies, digestive health, and addiction with targeted protocols. Boost immunity, increase energy, curb addiction, and ease digestion. </span></p>
<p><span>Ear Seeding is a powerful, yet gentle form of auriculotherapy based on the ancient principles of Traditional Chinese Medicine. When placed on acupressure points of the ears, these 24k gold-plated ion seeds stimulate the reflex centers of the brain to soothe a multitude of symptoms. </span></p>
<p><span>Enjoy the subtle shimmer of these tiny accessories along with the experience of increased balance of the body and mind. </span></p>
<p><span>YOUR TOOLS: 24k Gold Ear Seeds | Protocol Maps and Instruction Guide | Ear Seed Spoon</span></p>
<p class=""_1ntfbzc4 _1ntfbzc18 _1ntfbzc1b _1ntfbzc1j _1ntfbzc1r _1ntfbzc1u _1ntfbzc5"">Packaging: Recyclable </p>
<p class=""_1ntfbzc4 _1ntfbzc18 _1ntfbzc1b _1ntfbzc1j _1ntfbzc1r _1ntfbzc1u _1ntfbzc5"">Production: Cruelty-free, Ethically sourced, and Fair trade</p>
<!---->",Thnk,Health & Beauty > Personal Care > Ear Care,"","",true,Title,Default Title,,,,,,,,857271008514,85.048569375,shopify,deny,manual,44.00,,true,true,"",https://cdn.shopify.com/s/files/1/0659/1450/3415/files/846d256968853ae4859228165078253ddb78f3a5ba8a3c70391377071f6fdc52.webp?v=1721150822,1,"",false,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,22.00,true,,,true,,,active
vie-healing-detox-and-cleanse-kit-24k-gold-ear-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/94c37a5a245431762a56db915914457fdded571df7f4a4e34f6f83815b9386d8.webp?v=1721150844,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vie-healing-detox-and-cleanse-kit-24k-gold-ear-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/25acf019cbadbeed913d53c6bd9fb7e34f0d925cae6d2b417b19a064c7db9689.webp?v=1721150844,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vie-healing-detox-and-cleanse-kit-24k-gold-ear-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/eb0e6c2a034be2850983da41f71e11c2b28487e1e714a924bcd72b6189ba0bd9.webp?v=1721150844,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vie-healing-detox-and-cleanse-kit-24k-gold-ear-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/a13c11450c7afd15b72f853ef959c4f508d281a8f94c49e0826721a6f88ed0c8.webp?v=1721150844,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facial-body-cupping-therapy-set,VIE HEALING - Facial Body & Cupping Therapy Set,"<p><meta charset=""utf-8""><span>Introducing VIE HEALING's Facial Body &amp; Cupping Therapy Set, the key to achieving a fresh and glowing complexion from head to toe. </span></p>
<p><span>These silicone cups offer a rejuvenating experience, enhancing circulation and reducing fine lines and wrinkles, and promoting skin elasticity. By stimulating collagen production and aiding in lymphatic drainage, they naturally detoxify the skin, leaving it clear and radiant. </span></p>
<p><span>Cruelty-free, Ethically sourced, and Fair trade</span></p>
<!---->",Thnk,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools,"","",true,Title,Default Title,,,,,,,,85727100851C,317.514659,shopify,deny,manual,36.00,,true,true,"",https://cdn.shopify.com/s/files/1/0659/1450/3415/files/8ee231b9c21c225078979038c9013334a15759e240341f90cd0a01ea8e4aeaef.webp?v=1721149793,1,"",false,,,2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,18.00,true,,,true,,,active
crystal-clear-water-bottle-lapis-lazuli,Crystal Clear Water Bottle - Lapis Lazuli,"<p><meta charset=""utf-8""><span>Activate your drink with Crystal Clear energies. </span></p>
<p><span>Embrace the healing properties of natural crystals with a Crystal Water Bottle, infused with natural gemstones. Simply choose your crystal and add water to create an elixir filled with natural energies and rejuvenation. </span></p>
<p><span>Celebrated as being The Wisdom Stone, Lapis Lazuli is said to hold all the knowledge of the universe. Say yes to self-awareness and feel the freedom of living as your true authentic self. A stone that encourages self-expression, Lapis Lazuli reminds us to not be afraid and that wisdom is power. Looking to ignite your mind and soul? Let Lapis Lazuli lead the way. </span></p>
<p><span>Each Mindful Living Crystal Water Bottle is BPA &amp; Lead-Free, with NO harmful plastic or toxins. Made from glass and holds 550ml/18Oz of liquid. </span></p>
<p><span>Includes Lapis Lazuli crystals and a removable water bottle carrier.</span></p>
<!---->",Thnk,Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Water Bottles,"","",true,Title,Default Title,,,,,,,,CC010,400.0,shopify,deny,manual,27.00,,true,true,"",https://cdn.shopify.com/s/files/1/0659/1450/3415/files/3006147e79f6647348dda015cb63fe1dde9cbacb7da7cc8eab487cc50fc8b6f7.webp?v=1721148415,1,"",false,,,3809,,,,,,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,g,,15.00,true,,,true,,,active
crystal-clear-water-bottle-lapis-lazuli,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/1b254dcf16f09fa32d0fb8d9a17e2049b79a248f06c459fa09922cde8e488028.webp?v=1721148429,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vivid-butterfly,Vivid Butterfly,"Expressing your sentiments or planning an event can be hard. Take some of the weight off of your shoulders by getting yourself an authentic greeting card! <br>
<br>
• Material: 14.77 oz/yd² (350 g/m²) paperboard<br>
• Sizes: Small: 4″ × 6″ (101 × 152 mm)<br>
Medium: 5″ × 7″ (127 × 178 mm)<br>
Large: 5.83″ × 8.27″ (148 × 210 mm)<br>
• Product weight: Small: 0.39 oz (11 g)<br>
Medium: 0.6 oz (17 g)<br>
Large: 0.85 oz (24 g)<br>
• Toner-based printing<br>
• Vibrant colors<br>
• Comes with a complimentary envelope ",Thnk,,"","",true,Size,4″×6″,,,,,,,,4539618_14457,11.05631401875,shopify,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-front-66883ff213efc.jpg?v=1720205307,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-front-66883ff213efc.jpg?v=1720205307,oz,,2.45,true,,,true,,,active
vivid-butterfly,,,,,,,,,5″×7″,,,,,,,,4539618_14458,17.009713875,shopify,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-back-66883ff2157be.jpg?v=1720205309,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-front-66883ff215faf.jpg?v=1720205316,oz,,2.75,,,,,,,
vivid-butterfly,,,,,,,,,5.83″×8.27″,,,,,,,,4539618_14460,24.09709465625,shopify,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5.83x8.27-front-66883ff215a94.jpg?v=1720205311,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5.83x8.27-front-66883ff215a94.jpg?v=1720205311,oz,,3.25,,,,,,,
vivid-butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5.83x8.27-back-66883ff215d53.jpg?v=1720205313,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vivid-butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-front-66883ff215faf.jpg?v=1720205316,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vivid-butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-back-66883ff2161ed.jpg?v=1720205317,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brush-strokes,Brush Strokes,"Expressing your sentiments or planning an event can be hard. Take some of the weight off of your shoulders by getting yourself an authentic greeting card! <br>
<br>
• Material: 14.77 oz/yd² (350 g/m²) paperboard<br>
• Sizes: Small: 4″ × 6″ (101 × 152 mm)<br>
Medium: 5″ × 7″ (127 × 178 mm)<br>
Large: 5.83″ × 8.27″ (148 × 210 mm)<br>
• Product weight: Small: 0.39 oz (11 g)<br>
Medium: 0.6 oz (17 g)<br>
Large: 0.85 oz (24 g)<br>
• Toner-based printing<br>
• Vibrant colors<br>
• Comes with a complimentary envelope ",Thnk,,"","",true,Size,4″×6″,,,,,,,,3952967_14457,11.05631401875,shopify,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-front-66883eba13bea.jpg?v=1720204994,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-front-66883eba15537.jpg?v=1720204996,oz,,2.45,true,,,true,,,active
brush-strokes,,,,,,,,,5″×7″,,,,,,,,3952967_14458,17.009713875,shopify,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-front-66883eba15537.jpg?v=1720204996,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-front-66883eba13bea.jpg?v=1720204994,oz,,2.75,,,,,,,
brush-strokes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-back-66883eba157f7.jpg?v=1720204997,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brush-strokes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-back-66883eba15c5d.jpg?v=1720204999,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robin-card,Robin Card,"Expressing your sentiments or planning an event can be hard. Take some of the weight off of your shoulders by getting yourself an authentic greeting card! <br>
<br>
• Material: 14.77 oz/yd² (350 g/m²) paperboard<br>
• Sizes: Small: 4″ × 6″ (101 × 152 mm)<br>
Medium: 5″ × 7″ (127 × 178 mm)<br>
Large: 5.83″ × 8.27″ (148 × 210 mm)<br>
• Product weight: Small: 0.39 oz (11 g)<br>
Medium: 0.6 oz (17 g)<br>
Large: 0.85 oz (24 g)<br>
• Toner-based printing<br>
• Vibrant colors<br>
• Comes with a complimentary envelope ",Thnk,,"","",true,Size,4″×6″,,,,,,,,7977504_14457,11.05631401875,shopify,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-front-66883efc472f1.jpg?v=1720205057,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-front-66883efc48468.jpg?v=1720205059,oz,,2.45,true,,,true,,,active
robin-card,,,,,,,,,5″×7″,,,,,,,,7977504_14458,17.009713875,shopify,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-front-66883efc48468.jpg?v=1720205059,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-front-66883efc472f1.jpg?v=1720205057,oz,,2.75,,,,,,,
robin-card,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-4x6-back-66883efc48690.jpg?v=1720205060,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robin-card,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/greeting-card-5x7-back-66883efc4898e.jpg?v=1720205062,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thinking,Thinking,"Whether you're drinking your morning coffee, evening tea, or something in between—this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.<br>
<br>
• Ceramic<br>
• 11 oz mug dimensions: 3.8″ (9.6 cm) in height, 3.2″ (8.2 cm) in diameter<br>
• 15 oz mug dimensions: 4.7″ (11.9 cm) in height, 3.3″ (8.5 cm) in diameter<br>
• 20 oz mug dimensions: 4.3″ (10.9 cm) in height, 3.7″ (9.3 cm) in diameter<br>
• Dishwasher and microwave safe<br>
• Blank product sourced from China<br>
<br>
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Thnk,Uncategorized,"","",true,Size,11 oz,,,,,,,,3161537_1320,326.0195159375,shopify,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/white-glossy-mug-white-15-oz-handle-on-right-668822355f66c.jpg?v=1720197694,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/1450/3415/files/white-glossy-mug-white-11-oz-handle-on-right-668822356380a.jpg?v=1720197696,oz,,7.95,true,,,true,,,active
